date	Qdaily
3/6/2000	3.709506874
3/7/2000	3.454655257
3/8/2000	3.313071025
3/9/2000	3.313071025
3/10/2000	3.228120486
3/11/2000	3.086536254
3/12/2000	3.369704718
3/13/2000	3.539605796
3/14/2000	3.313071025
3/15/2000	3.114853101
3/16/2000	3.029902561
3/17/2000	4.077625877
3/18/2000	4.955448115
3/19/2000	4.332477494
3/20/2000	3.82277426
3/21/2000	8.070301215
3/22/2000	66.54458897
3/23/2000	56.9168612
3/24/2000	23.44634879
3/25/2000	15.80080027
3/26/2000	13.08238302
3/27/2000	11.83644178
3/28/2000	27.80714313
3/29/2000	29.44952022
3/30/2000	16.33882035
3/31/2000	11.55327332
4/1/2000	8.778222374
4/2/2000	7.419013749
4/3/2000	6.654458897
4/4/2000	6.597825204
4/5/2000	7.079211592
4/6/2000	6.739409436
4/7/2000	5.974854584
4/8/2000	5.295250271
4/9/2000	6.31465674
4/10/2000	7.64554852
4/11/2000	7.107528439
4/12/2000	5.918220891
4/13/2000	5.0687155
4/14/2000	4.530695419
4/15/2000	4.44574488
4/16/2000	5.266933425
4/17/2000	12.96911564
4/18/2000	19.4819903
4/19/2000	19.1138713
4/20/2000	14.7813938
4/21/2000	11.92139232
4/22/2000	15.23446335
4/23/2000	15.2061465
4/24/2000	11.12852062
4/25/2000	8.608321296
4/26/2000	8.664954989
4/27/2000	8.749905528
4/28/2000	7.730499059
4/29/2000	6.62614205
4/30/2000	5.861587198
5/1/2000	5.097032346
5/2/2000	4.643962804
5/3/2000	4.304160648
5/4/2000	3.936041645
5/5/2000	3.709506874
5/6/2000	3.369704718
5/7/2000	3.171486793
5/8/2000	3.029902561
5/9/2000	2.831684637
5/10/2000	2.520199327
5/11/2000	2.746734098
5/12/2000	2.463565634
5/13/2000	2.406931941
5/14/2000	2.973268869
5/15/2000	2.661783559
5/16/2000	2.237030863
5/17/2000	2.067129785
5/18/2000	2.010496092
5/19/2000	1.840595014
5/20/2000	1.86891186
5/21/2000	2.038812939
5/22/2000	3.058219408
5/23/2000	4.275843802
5/24/2000	3.681190028
5/25/2000	3.171486793
5/26/2000	2.746734098
5/27/2000	2.435248788
5/28/2000	2.548516173
5/29/2000	3.001585715
5/30/2000	3.029902561
5/31/2000	2.690100405
6/1/2000	2.406931941
6/2/2000	2.237030863
6/3/2000	2.095446631
6/4/2000	1.953862399
6/5/2000	1.812278168
6/6/2000	2.18039717
6/7/2000	2.463565634
6/8/2000	2.095446631
6/9/2000	1.812278168
6/10/2000	1.614060243
6/11/2000	1.500792858
6/12/2000	1.415842318
6/13/2000	1.699010782
6/14/2000	1.755644475
6/15/2000	1.699010782
6/16/2000	1.953862399
6/17/2000	1.897228707
6/18/2000	1.812278168
6/19/2000	2.378615095
6/20/2000	2.775050944
6/21/2000	2.123763478
6/22/2000	2.067129785
6/23/2000	1.925545553
6/24/2000	1.642377089
6/25/2000	1.444159165
6/26/2000	1.330891779
6/27/2000	1.387525472
6/28/2000	1.330891779
6/29/2000	1.699010782
6/30/2000	1.982179246
7/1/2000	2.406931941
7/2/2000	1.812278168
7/3/2000	1.330891779
7/4/2000	1.529109704
7/5/2000	1.699010782
7/6/2000	1.387525472
7/7/2000	1.019406469
7/8/2000	0.906139084
7/9/2000	0.906139084
7/10/2000	0.906139084
7/11/2000	0.93445593
7/12/2000	0.849505391
7/13/2000	0.764554852
7/14/2000	0.736238006
7/15/2000	1.444159165
7/16/2000	3.567922642
7/17/2000	8.806539221
7/18/2000	5.493468196
7/19/2000	2.520199327
7/20/2000	2.605149866
7/21/2000	2.49188248
7/22/2000	2.860001483
7/23/2000	3.737823721
7/24/2000	2.49188248
7/25/2000	2.010496092
7/26/2000	2.88831833
7/27/2000	5.125349193
7/28/2000	5.578418735
7/29/2000	4.247526955
7/30/2000	3.171486793
7/31/2000	3.029902561
8/1/2000	4.219210109
8/2/2000	4.360794341
8/3/2000	3.539605796
8/4/2000	3.029902561
8/5/2000	2.80336779
8/6/2000	2.435248788
8/7/2000	2.237030863
8/8/2000	2.010496092
8/9/2000	1.755644475
8/10/2000	1.585743397
8/11/2000	1.55742655
8/12/2000	1.472476011
8/13/2000	1.444159165
8/14/2000	2.718417251
8/15/2000	14.38495796
8/16/2000	15.48931496
8/17/2000	8.466737064
8/18/2000	5.465151349
8/19/2000	4.219210109
8/20/2000	3.652873182
8/21/2000	3.19980364
8/22/2000	2.775050944
8/23/2000	2.463565634
8/24/2000	2.237030863
8/25/2000	2.095446631
8/26/2000	1.897228707
8/27/2000	1.812278168
8/28/2000	1.86891186
8/29/2000	1.840595014
8/30/2000	1.925545553
8/31/2000	1.925545553
9/1/2000	1.86891186
9/2/2000	2.605149866
9/3/2000	4.389111187
9/4/2000	7.079211592
9/5/2000	9.854262536
9/6/2000	7.164162131
9/7/2000	4.389111187
9/8/2000	3.341387872
9/9/2000	2.88831833
9/10/2000	2.633466712
9/11/2000	2.378615095
9/12/2000	2.18039717
9/13/2000	2.038812939
9/14/2000	1.897228707
9/15/2000	2.463565634
9/16/2000	2.80336779
9/17/2000	2.605149866
9/18/2000	2.548516173
9/19/2000	2.350298249
9/20/2000	2.944952022
9/21/2000	3.539605796
9/22/2000	3.143169947
9/23/2000	2.520199327
9/24/2000	2.293664556
9/25/2000	3.398021564
9/26/2000	17.27327628
9/27/2000	33.13071025
9/28/2000	18.40595014
9/29/2000	11.41168909
9/30/2000	7.815449598
10/1/2000	6.229706201
10/2/2000	5.210299732
10/3/2000	4.587329112
10/4/2000	4.105942723
10/5/2000	3.709506874
10/6/2000	3.539605796
10/7/2000	3.454655257
10/8/2000	3.114853101
10/9/2000	2.88831833
10/10/2000	2.718417251
10/11/2000	2.633466712
10/12/2000	2.520199327
10/13/2000	2.406931941
10/14/2000	2.293664556
10/15/2000	2.208714017
10/16/2000	2.123763478
10/17/2000	2.010496092
10/18/2000	1.982179246
10/19/2000	1.925545553
10/20/2000	1.86891186
10/21/2000	1.840595014
10/22/2000	1.755644475
10/23/2000	1.670693936
10/24/2000	1.614060243
10/25/2000	1.642377089
10/26/2000	1.614060243
10/27/2000	1.585743397
10/28/2000	1.585743397
10/29/2000	1.529109704
10/30/2000	1.444159165
10/31/2000	1.415842318
11/1/2000	1.359208626
11/2/2000	1.444159165
11/3/2000	1.387525472
11/4/2000	1.359208626
11/5/2000	1.359208626
11/6/2000	1.330891779
11/7/2000	1.274258087
11/8/2000	1.24594124
11/9/2000	1.330891779
11/10/2000	1.699010782
11/11/2000	1.812278168
11/12/2000	1.614060243
11/13/2000	1.500792858
11/14/2000	1.55742655
11/15/2000	1.699010782
11/16/2000	1.585743397
11/17/2000	1.55742655
11/18/2000	1.500792858
11/19/2000	1.444159165
11/20/2000	1.415842318
11/21/2000	1.387525472
11/22/2000	1.359208626
11/23/2000	1.330891779
11/24/2000	1.302574933
11/25/2000	1.330891779
11/26/2000	2.435248788
11/27/2000	3.709506874
11/28/2000	3.539605796
11/29/2000	2.80336779
11/30/2000	2.605149866
12/1/2000	2.463565634
12/2/2000	2.293664556
12/3/2000	2.152080324
12/4/2000	2.038812939
12/5/2000	2.038812939
12/6/2000	2.010496092
12/7/2000	1.953862399
12/8/2000	1.925545553
12/9/2000	1.897228707
12/10/2000	2.038812939
12/11/2000	2.208714017
12/12/2000	1.670693936
12/13/2000	1.614060243
12/14/2000	1.982179246
12/15/2000	2.746734098
12/16/2000	3.001585715
12/17/2000	7.107528439
12/18/2000	21.52080324
12/19/2000	14.75307696
12/20/2000	8.211885447
12/21/2000	6.116438816
12/22/2000	5.097032346
12/23/2000	4.190893263
12/24/2000	3.964358492
12/25/2000	3.539605796
12/26/2000	3.454655257
12/27/2000	3.19980364
12/28/2000	3.256437332
12/29/2000	3.171486793
12/30/2000	2.944952022
12/31/2000	2.831684637
1/1/2001	2.718417251
1/2/2001	2.605149866
1/3/2001	2.293664556
1/4/2001	2.18039717
1/5/2001	2.350298249
1/6/2001	2.378615095
1/7/2001	2.321981402
1/8/2001	2.321981402
1/9/2001	2.548516173
1/10/2001	2.463565634
1/11/2001	2.350298249
1/12/2001	2.350298249
1/13/2001	2.265347709
1/14/2001	2.18039717
1/15/2001	2.321981402
1/16/2001	2.435248788
1/17/2001	2.406931941
1/18/2001	2.378615095
1/19/2001	3.001585715
1/20/2001	10.73208477
1/21/2001	21.15268424
1/22/2001	15.48931496
1/23/2001	9.854262536
1/24/2001	7.447330595
1/25/2001	6.569508358
1/26/2001	5.974854584
1/27/2001	5.295250271
1/28/2001	4.927131268
1/29/2001	4.530695419
1/30/2001	4.700596497
1/31/2001	6.484557818
2/1/2001	6.909310514
2/2/2001	5.635052427
2/3/2001	4.842180729
2/4/2001	4.360794341
2/5/2001	6.088121969
2/6/2001	17.18832575
2/7/2001	15.6308992
2/8/2001	9.854262536
2/9/2001	7.362380056
2/10/2001	6.569508358
2/11/2001	6.031488277
2/12/2001	5.153666039
2/13/2001	5.012081807
2/14/2001	5.153666039
2/15/2001	5.210299732
2/16/2001	5.436834503
2/17/2001	10.50555
2/18/2001	14.46990849
2/19/2001	9.20297507
2/20/2001	7.24911267
2/21/2001	6.399607279
2/22/2001	5.720002966
2/23/2001	5.351883964
2/24/2001	5.238616578
2/25/2001	5.351883964
2/26/2001	7.64554852
2/27/2001	8.438420218
2/28/2001	6.796043128
3/1/2001	5.889904045
3/2/2001	5.266933425
3/3/2001	4.842180729
3/4/2001	5.238616578
3/5/2001	5.946537737
3/6/2001	7.787132751
3/7/2001	7.503964288
3/8/2001	6.229706201
3/9/2001	5.38020081
3/10/2001	5.012081807
3/11/2001	4.672279651
3/12/2001	4.332477494
3/13/2001	5.097032346
3/14/2001	6.682775743
3/15/2001	6.201389355
3/16/2001	6.201389355
3/17/2001	6.456240972
3/18/2001	5.889904045
3/19/2001	5.012081807
3/20/2001	4.474061726
3/21/2001	11.24178801
3/22/2001	52.38616578
3/23/2001	28.8831833
3/24/2001	15.82911712
3/25/2001	11.32673855
3/26/2001	8.721588682
3/27/2001	7.617231673
3/28/2001	6.824359975
3/29/2001	6.93762736
3/30/2001	21.74733801
3/31/2001	39.64358492
4/1/2001	19.76515877
4/2/2001	13.6770368
4/3/2001	10.27901523
4/4/2001	8.183568601
4/5/2001	6.965944207
4/6/2001	6.31465674
4/7/2001	6.031488277
4/8/2001	5.408517656
4/9/2001	5.210299732
4/10/2001	6.00317143
4/11/2001	6.654458897
4/12/2001	8.523370757
4/13/2001	8.608321296
4/14/2001	7.362380056
4/15/2001	6.286339894
4/16/2001	5.889904045
4/17/2001	6.229706201
4/18/2001	6.399607279
4/19/2001	6.059805123
4/20/2001	5.153666039
4/21/2001	4.615645958
4/22/2001	4.417428034
4/23/2001	4.219210109
4/24/2001	3.992675338
4/25/2001	3.82277426
4/26/2001	3.624556335
4/27/2001	3.426338411
4/28/2001	3.341387872
4/29/2001	3.143169947
4/30/2001	2.944952022
5/1/2001	2.860001483
5/2/2001	2.775050944
5/3/2001	2.57683302
5/4/2001	2.49188248
5/5/2001	2.378615095
5/6/2001	2.237030863
5/7/2001	1.982179246
5/8/2001	1.925545553
5/9/2001	1.840595014
5/10/2001	1.86891186
5/11/2001	1.812278168
5/12/2001	1.755644475
5/13/2001	1.614060243
5/14/2001	1.330891779
5/15/2001	1.415842318
5/16/2001	1.359208626
5/17/2001	1.359208626
5/18/2001	1.387525472
5/19/2001	1.55742655
5/20/2001	1.500792858
5/21/2001	1.699010782
5/22/2001	2.237030863
5/23/2001	2.321981402
5/24/2001	1.953862399
5/25/2001	1.670693936
5/26/2001	3.879407953
5/27/2001	16.25386982
5/28/2001	17.1600089
5/29/2001	11.38337224
5/30/2001	7.107528439
5/31/2001	4.870497575
6/1/2001	4.020992184
6/2/2001	6.116438816
6/3/2001	7.95703383
6/4/2001	6.371290433
6/5/2001	4.643962804
6/6/2001	3.992675338
6/7/2001	4.983764961
6/8/2001	6.682775743
6/9/2001	5.408517656
6/10/2001	4.049309031
6/11/2001	3.369704718
6/12/2001	2.944952022
6/13/2001	2.690100405
6/14/2001	2.49188248
6/15/2001	2.406931941
6/16/2001	2.321981402
6/17/2001	88.9148976
6/18/2001	108.4535216
6/19/2001	31.71486793
6/20/2001	15.03624542
6/21/2001	10.02416361
6/22/2001	9.571094073
6/23/2001	8.438420218
6/24/2001	7.87208329
6/25/2001	6.484557818
6/26/2001	5.408517656
6/27/2001	4.672279651
6/28/2001	4.105942723
6/29/2001	3.596239489
6/30/2001	3.228120486
7/1/2001	3.143169947
7/2/2001	3.907724799
7/3/2001	3.482972103
7/4/2001	3.313071025
7/5/2001	5.040398654
7/6/2001	10.76040162
7/7/2001	7.050894746
7/8/2001	4.643962804
7/9/2001	4.020992184
7/10/2001	3.567922642
7/11/2001	3.19980364
7/12/2001	2.775050944
7/13/2001	2.690100405
7/14/2001	2.321981402
7/15/2001	2.067129785
7/16/2001	1.925545553
7/17/2001	1.699010782
7/18/2001	2.208714017
7/19/2001	2.746734098
7/20/2001	2.123763478
7/21/2001	1.727327628
7/22/2001	1.55742655
7/23/2001	1.359208626
7/24/2001	1.330891779
7/25/2001	1.302574933
7/26/2001	1.614060243
7/27/2001	4.020992184
7/28/2001	2.916635176
7/29/2001	2.18039717
7/30/2001	2.520199327
7/31/2001	2.18039717
8/1/2001	1.840595014
8/2/2001	1.614060243
8/3/2001	1.302574933
8/4/2001	1.160990701
8/5/2001	1.160990701
8/6/2001	1.217624394
8/7/2001	0.991089623
8/8/2001	0.93445593
8/9/2001	0.849505391
8/10/2001	0.877822237
8/11/2001	1.132673855
8/12/2001	2.321981402
8/13/2001	3.114853101
8/14/2001	2.605149866
8/15/2001	1.472476011
8/16/2001	1.24594124
8/17/2001	1.132673855
8/18/2001	1.217624394
8/19/2001	1.160990701
8/20/2001	1.387525472
8/21/2001	1.104357008
8/22/2001	0.93445593
8/23/2001	0.906139084
8/24/2001	1.217624394
8/25/2001	1.047723316
8/26/2001	0.93445593
8/27/2001	0.93445593
8/28/2001	0.877822237
8/29/2001	0.764554852
8/30/2001	0.707921159
8/31/2001	0.906139084
9/1/2001	1.019406469
9/2/2001	0.877822237
9/3/2001	0.792871698
9/4/2001	0.792871698
9/5/2001	1.160990701
9/6/2001	1.104357008
9/7/2001	0.991089623
9/8/2001	0.792871698
9/9/2001	0.764554852
9/10/2001	0.764554852
9/11/2001	0.764554852
9/12/2001	0.707921159
9/13/2001	0.651287466
9/14/2001	0.62297062
9/15/2001	0.736238006
9/16/2001	0.679604313
9/17/2001	0.651287466
9/18/2001	0.651287466
9/19/2001	0.651287466
9/20/2001	0.651287466
9/21/2001	0.764554852
9/22/2001	0.764554852
9/23/2001	0.707921159
9/24/2001	1.359208626
9/25/2001	1.415842318
9/26/2001	0.962772777
9/27/2001	0.821188545
9/28/2001	0.906139084
9/29/2001	0.736238006
9/30/2001	0.62297062
10/1/2001	0.736238006
10/2/2001	0.792871698
10/3/2001	0.736238006
10/4/2001	0.679604313
10/5/2001	0.679604313
10/6/2001	0.62297062
10/7/2001	0.679604313
10/8/2001	0.62297062
10/9/2001	0.594653774
10/10/2001	0.594653774
10/11/2001	0.594653774
10/12/2001	0.594653774
10/13/2001	0.594653774
10/14/2001	0.594653774
10/15/2001	0.651287466
10/16/2001	0.679604313
10/17/2001	0.62297062
10/18/2001	0.594653774
10/19/2001	0.566336927
10/20/2001	0.594653774
10/21/2001	0.594653774
10/22/2001	0.594653774
10/23/2001	0.594653774
10/24/2001	0.594653774
10/25/2001	0.594653774
10/26/2001	0.538020081
10/27/2001	0.509703235
10/28/2001	0.538020081
10/29/2001	0.509703235
10/30/2001	0.538020081
10/31/2001	0.538020081
11/1/2001	0.566336927
11/2/2001	0.538020081
11/3/2001	0.566336927
11/4/2001	0.538020081
11/5/2001	0.566336927
11/6/2001	0.538020081
11/7/2001	0.509703235
11/8/2001	0.509703235
11/9/2001	0.538020081
11/10/2001	0.509703235
11/11/2001	0.509703235
11/12/2001	0.538020081
11/13/2001	0.509703235
11/14/2001	0.538020081
11/15/2001	0.538020081
11/16/2001	0.566336927
11/17/2001	0.566336927
11/18/2001	0.538020081
11/19/2001	0.566336927
11/20/2001	0.566336927
11/21/2001	0.594653774
11/22/2001	0.62297062
11/23/2001	0.594653774
11/24/2001	0.594653774
11/25/2001	0.594653774
11/26/2001	0.877822237
11/27/2001	0.821188545
11/28/2001	0.736238006
11/29/2001	0.679604313
11/30/2001	0.707921159
12/1/2001	0.679604313
12/2/2001	0.62297062
12/3/2001	0.566336927
12/4/2001	0.594653774
12/5/2001	0.594653774
12/6/2001	0.594653774
12/7/2001	0.594653774
12/8/2001	0.62297062
12/9/2001	0.849505391
12/10/2001	0.764554852
12/11/2001	0.792871698
12/12/2001	0.792871698
12/13/2001	0.764554852
12/14/2001	0.764554852
12/15/2001	0.707921159
12/16/2001	0.707921159
12/17/2001	0.707921159
12/18/2001	0.792871698
12/19/2001	0.764554852
12/20/2001	0.707921159
12/21/2001	0.651287466
12/22/2001	0.62297062
12/23/2001	0.62297062
12/24/2001	0.792871698
12/25/2001	0.821188545
12/26/2001	0.764554852
12/27/2001	0.679604313
12/28/2001	0.679604313
12/29/2001	0.651287466
12/30/2001	0.62297062
12/31/2001	0.594653774
1/1/2002	0.566336927
1/2/2002	0.566336927
1/3/2002	0.566336927
1/4/2002	0.594653774
1/5/2002	0.594653774
1/6/2002	0.707921159
1/7/2002	1.302574933
1/8/2002	1.132673855
1/9/2002	0.93445593
1/10/2002	0.877822237
1/11/2002	0.962772777
1/12/2002	1.047723316
1/13/2002	0.962772777
1/14/2002	0.877822237
1/15/2002	0.849505391
1/16/2002	0.792871698
1/17/2002	0.764554852
1/18/2002	0.764554852
1/19/2002	0.792871698
1/20/2002	1.019406469
1/21/2002	1.047723316
1/22/2002	1.047723316
1/23/2002	1.019406469
1/24/2002	1.019406469
1/25/2002	1.132673855
1/26/2002	1.104357008
1/27/2002	1.019406469
1/28/2002	0.962772777
1/29/2002	0.962772777
1/30/2002	0.93445593
1/31/2002	0.93445593
2/1/2002	0.93445593
2/2/2002	0.93445593
2/3/2002	0.877822237
2/4/2002	0.849505391
2/5/2002	0.849505391
2/6/2002	0.821188545
2/7/2002	0.93445593
2/8/2002	1.047723316
2/9/2002	0.962772777
2/10/2002	0.93445593
2/11/2002	0.991089623
2/12/2002	0.991089623
2/13/2002	0.93445593
2/14/2002	0.906139084
2/15/2002	0.877822237
2/16/2002	0.877822237
2/17/2002	0.877822237
2/18/2002	0.849505391
2/19/2002	0.821188545
2/20/2002	0.849505391
2/21/2002	0.849505391
2/22/2002	0.849505391
2/23/2002	0.849505391
2/24/2002	0.849505391
2/25/2002	0.821188545
2/26/2002	0.821188545
2/27/2002	0.821188545
2/28/2002	0.792871698
3/1/2002	0.792871698
3/2/2002	0.792871698
3/3/2002	1.444159165
3/4/2002	1.415842318
3/5/2002	1.132673855
3/6/2002	1.019406469
3/7/2002	0.962772777
3/8/2002	0.962772777
3/9/2002	1.019406469
3/10/2002	0.991089623
3/11/2002	0.906139084
3/12/2002	0.906139084
3/13/2002	1.019406469
3/14/2002	1.24594124
3/15/2002	1.132673855
3/16/2002	1.104357008
3/17/2002	1.047723316
3/18/2002	1.359208626
3/19/2002	1.699010782
3/20/2002	2.010496092
3/21/2002	3.313071025
3/22/2002	3.482972103
3/23/2002	2.321981402
3/24/2002	1.953862399
3/25/2002	1.812278168
3/26/2002	1.727327628
3/27/2002	2.88831833
3/28/2002	3.992675338
3/29/2002	3.143169947
3/30/2002	3.256437332
3/31/2002	3.114853101
4/1/2002	2.973268869
4/2/2002	2.775050944
4/3/2002	2.548516173
4/4/2002	2.378615095
4/5/2002	2.18039717
4/6/2002	2.038812939
4/7/2002	1.925545553
4/8/2002	1.840595014
4/9/2002	1.812278168
4/10/2002	2.49188248
4/11/2002	2.746734098
4/12/2002	2.520199327
4/13/2002	2.520199327
4/14/2002	2.406931941
4/15/2002	2.265347709
4/16/2002	2.18039717
4/17/2002	2.010496092
4/18/2002	1.840595014
4/19/2002	1.755644475
4/20/2002	1.670693936
4/21/2002	1.614060243
4/22/2002	1.727327628
4/23/2002	1.727327628
4/24/2002	1.55742655
4/25/2002	1.500792858
4/26/2002	1.529109704
4/27/2002	1.444159165
4/28/2002	3.907724799
4/29/2002	6.597825204
4/30/2002	6.739409436
5/1/2002	4.927131268
5/2/2002	5.974854584
5/3/2002	9.51446038
5/4/2002	8.410103371
5/5/2002	5.351883964
5/6/2002	4.389111187
5/7/2002	3.766140567
5/8/2002	3.341387872
5/9/2002	2.916635176
5/10/2002	2.661783559
5/11/2002	2.321981402
5/12/2002	2.095446631
5/13/2002	3.879407953
5/14/2002	5.38020081
5/15/2002	4.360794341
5/16/2002	3.256437332
5/17/2002	2.661783559
5/18/2002	3.539605796
5/19/2002	6.767726282
5/20/2002	6.682775743
5/21/2002	4.530695419
5/22/2002	3.51128895
5/23/2002	2.916635176
5/24/2002	2.548516173
5/25/2002	2.350298249
5/26/2002	2.152080324
5/27/2002	1.925545553
5/28/2002	1.755644475
5/29/2002	1.614060243
5/30/2002	1.55742655
5/31/2002	1.55742655
6/1/2002	1.472476011
6/2/2002	1.330891779
6/3/2002	1.24594124
6/4/2002	1.132673855
6/5/2002	0.991089623
6/6/2002	1.359208626
6/7/2002	4.389111187
6/8/2002	6.286339894
6/9/2002	3.029902561
6/10/2002	1.840595014
6/11/2002	1.614060243
6/12/2002	1.359208626
6/13/2002	1.302574933
6/14/2002	1.472476011
6/15/2002	1.415842318
6/16/2002	1.189307547
6/17/2002	1.132673855
6/18/2002	1.047723316
6/19/2002	1.132673855
6/20/2002	2.661783559
6/21/2002	2.038812939
6/22/2002	1.415842318
6/23/2002	1.217624394
6/24/2002	1.104357008
6/25/2002	0.991089623
6/26/2002	0.962772777
6/27/2002	0.877822237
6/28/2002	0.849505391
6/29/2002	0.821188545
6/30/2002	0.764554852
7/1/2002	0.679604313
7/2/2002	0.538020081
7/3/2002	0.509703235
7/4/2002	0.453069542
7/5/2002	0.396435849
7/6/2002	0.339802156
7/7/2002	0.396435849
7/8/2002	0.396435849
7/9/2002	0.396435849
7/10/2002	0.339802156
7/11/2002	0.283168464
7/12/2002	0.27467341
7/13/2002	0.31148531
7/14/2002	0.424752696
7/15/2002	0.396435849
7/16/2002	0.368119003
7/17/2002	0.246356563
7/18/2002	0.212376348
7/19/2002	0.164237709
7/20/2002	0.226534771
7/21/2002	0.254851617
7/22/2002	0.155742655
7/23/2002	0.147247601
7/24/2002	0.509703235
7/25/2002	0.792871698
7/26/2002	0.651287466
7/27/2002	0.453069542
7/28/2002	0.453069542
7/29/2002	0.339802156
7/30/2002	0.215208032
7/31/2002	0.178396132
8/1/2002	0.155742655
8/2/2002	0.096277278
8/3/2002	0.169901078
8/4/2002	0.141584232
8/5/2002	0.138752547
8/6/2002	0.192554555
8/7/2002	0.084950539
8/8/2002	0.059465377
8/9/2002	0.050970323
8/10/2002	0.067960431
8/11/2002	0.059465377
8/12/2002	0.050970323
8/13/2002	0.04247527
8/14/2002	0.113267385
8/15/2002	0.240693194
8/16/2002	0.065128747
8/17/2002	0.026051499
8/18/2002	0.015857434
8/19/2002	0.009910896
8/20/2002	0.013875255
8/21/2002	0.011893075
8/22/2002	0.0368119
8/23/2002	0.012176244
8/24/2002	0.028316846
8/25/2002	0.04247527
8/26/2002	0.138752547
8/27/2002	0.223703086
8/28/2002	0.198217925
8/29/2002	0.792871698
8/30/2002	1.019406469
8/31/2002	0.764554852
9/1/2002	1.614060243
9/2/2002	4.247526955
9/3/2002	5.0687155
9/4/2002	2.80336779
9/5/2002	1.387525472
9/6/2002	1.047723316
9/7/2002	0.906139084
9/8/2002	0.821188545
9/9/2002	0.736238006
